,movie,summary
1614,doctor_strange_2016,an extremely entertaining and sure footed adaptation that manages to conjure more than enough magic to easily pass its spell check  
1615,love_and_friendship,the real pleasure here is in the complicated portrayal of the women of this time period and the various ways they navigate and subvert the gendered expectations put upon them by society  though the corseted bodices and full skirts suggest an oscar bait y period drama  stillman quickly establishes love   friendship as an out and out comedy  love   friendship is magnificent  and anyone saying otherwise is in my eyes one gouty attack away from objectionable ignominy  kate beckinsale takes much of the credit for the film s success  austen did like to have fun with her characters to show the stranger sides we all have  watching this classy adaptation of one of her lesser known works will remind you of that  and make you laugh  i ve never been much of a jane ite  myself  converted now  though  this is the zingiest austen adaptation you ll ever see  with the usual pastel palette and slow decorum abandoned in favour of acid colours and acid remarks  which keep the audience in stitches  why  mr stillman  we are driven to conclude that  in your match with miss austen  you have engineered a union more perfect than any found in divine nature  stillman doesn t upend the austen formula  he burrows into it and embraces all its trappings  the snappy dialogue  meanwhile  rewards a finely tuned ear and will thrill all lovers of language  even though this is a walking and talking film  except in those instances when it s a sitting and talking film  stillman keeps everything moving fast  fast  fast while the script crackles and spits and bites  a delightful comic romp that fans of the classic english author will love  it s self consciously mannered and merrily playful  a mixture that austen herself might find just right  
1616,the_nice_guys,a defiantly old school action comedy that delivers big where it really counts  
1617,weiner,it s a fabulously entertaining view from inside a political campaign  giving us a firsthand experience of all the weird  good wife style maneuvering that takes place  weiner shows  without embellishment  without cinematic sleight of hand  that a person s worst enemy remains themselves  in the end  it s hard to tell if his downfall is due to blind egotism or suicidal optimism  edited to perfection  this is like watching the slow motion footage of a building collapsing  the facts of the case are outlandish enough  but what s even more eye opening is that so much of it has been documented in real time by directors josh kriegman and elyse steinberg  weiner doesn t try to push the filmmakers away once the scandal breaks  they respond by treating their subject in an even handed way  you will often have to watch through your fingers  so cringe inducing are some of the scenes  the sheer unlikeliness of a politician sharing a name with a slang term for the organ of his undoing reflects the sheer unlikeliness of almost every twist and turn in this fly on the wall thrill ride  a case study in blunt force media trauma  a can t look away documentary about the trainwreck 2013 mayoral run of her husband  anthony weiner  easily escapes the fading headlines about a botched campaign to become an enduring portrait of a political animal caught in a technological trap  it s a movie from which you can t look away  no matter how hard you may try  
1618,the_handmaiden,far too good to be watched in one sitting  
1619,the_witch_2016,the film starts with wordy wittering and ends by trying to woo our shrieks    from arthur miller to dennis wheatley in the shortest time possible between two blunt points  i m fairly positive scares are not the point  eggers takes things to a place that s far more disconcerting  showing how human nature can be the most destructive of all forces  as a curio  the witch has its own fascination  at least until the over explicit finale shatters much of the mood that has been so carefully built up  aware that gender  as much as faith  remains a burning issue  eggers makes our hearts swell and our brains sweat  an atmospheric chiller rooted in the fertile soil of religious zealotry  social isolation and original sin  the little known cast of british actors succeeds in convincingly portraying these threatened pilgrims who  while seeking out a new and better life  find themselves in the middle of an inexplicable nightmare  anybody seeking torture porn or mindless jump shocks will be in for a disappointment  but eggers s slippery  intelligent film is not short of accumulating unease  like any outstanding horror film  its true impact only reveals itself once the credits have rolled and it stays buried under your skin  breaking through every now and then to remind you of its insidious power  the best moments are early on  its hypnotic spell lingers  in the tradition of william friedkin s the exorcist  this chilling low budget horror movie taps into the same temporal fear that sparks religious feeling  
1620,sing_street,carney nails every quirky detail  
1621,dont_think_twice,a deeply sincere and literate coming of age tale  it has more laughs than any big studio comedy i ve seen this year  but it s dead serious about the difficulty of creating something collectively in a world where everyone s chasing the spotlight  the most biting comedy of the summer has nothing to do with talking pets  don t think twice is about the creeping realization that you might not live up to that dreaded thing called potential or that the mythical big break might never come your way  it s also about learning to be okay with that  each actor  is  given multiple moments to shine  all of these recognizable faces bringing each of their respective characters to life with winsomely authentic determination and grace  clear eyed but generous   don t think twice  manages the neat trick of remaining sweet natured while letting absolutely no one off the hook  birbiglia s penetrating observational skills make don t think twice an exceptional film about both the comedy world and the plight of young professionals who wonder if they ve stalled out before even getting into gear  a smart  wistful and very funny movie in which six friends weather difficult times but ultimately realize that they do  indeed  have each other s back  for always  this sketch of a group of co workers coming together and potentially falling apart is at once a knowing glimpse into dashed dreams and a skillful portrait of fraying adult friendships  it s a movie that fleshes out the people who entertain us  not with bemusement like a christopher guest mockumentary  but with compassion  
1622,cameraperson,an autobiography of sorts  cameraperson demands we think beyond johnson s own extraordinary career and reflect upon our own status as observers  and the ethical and emotional responsibilities that come with it  cameraperson is at its best when it captures instances of unexpected life  watching cameraperson  we take johnson s rich images into ourselves  having watched them  experienced them  they become entangled with us  too  although we only see johnson s face once  briefly  it s a detailed self portrait of an extraordinary woman  kirsten johnson has created a resonant and revealing kaleidoscope of her life behind the camera on films from bosnian war documentaries to the edward snowden film citizenfour and even a portrait of the philosopher jacques derrida  cameraperson draws our attention not just to what we re seeing  but to how we re seeing it  it encourages us to wonder how a camera operator negotiates personal space in tense  intimate  emotionally fraught situations  cameraperson is not merely a grab bag of images  it pulls double duty as a theoretical essay on the cinematic apparatus itself  cameraperson summons us to really think about a world that is more connected than we may realize   cameraperson  testifies to a world in which it would be clear to see that we re all connected  if only we took the time to look at one another with reverence and simply listen  
1623,fences_2016,denzel swells with dangerous charisma  viola works high emotion from every one of her many lines  they are so good they almost convince us we re watching a movie  the stunning acting and august wilson s timeless words will captivate you again and again  
1624,10_cloverfield_lane,it works best whenever goodman swaggers into frame  a slack jawed psycho with a cuddly side  10 cloverfield lane might not be a true sequel to cloverfield  but that doesn t make it any less magnificent  watching it a spellbinding treat i simply did not want to see come to an end  john goodman brings his a game to the part of the tightrope walking howard who is at times kind and gentle and at others unhinged and cuckoo  mary elizabeth winstead matches him note for note  until its final ten minutes  this is a dazzling  absorbing  sometimes unbearably tense thriller  an efficient and precise three hander that rarely takes a false step  all three cast members play their roles to a tee  with goodman walking a thin line between threat and pathos  while winstead does a terrific job of leading the audience through the increasingly outlandish revelations of the plot  a wildly entertaining genre mash up  after a particularly dull oscar season  this is a refreshing and extremely satisfying palette cleanser  don t give away the secret of this j j  abrams production  which begins as one sort of movie before turning into another sort of movie but manages to be continuously bad  a smart and tense chamber piece that builds suspense carefully  put this down  close this tab  go to your local multiplex and just buy a ticket  even better if you haven t seen more than a teaser trailer  do not pass go  do not collect  200  proceed directly to the theater  
1625,eye_in_the_sky,this riveting drone thriller is contemporary edge of your seat stuff  propelled by a crack cast led by helen mirren as single minded british col  katherine powell  
1626,rogue_one_a_star_wars_story,there are suicide squad level moments of confusion  weak characters and regressive storytelling that left me downright angry  more proof that diverse casts can actually lead to big box office numbers  
1627,tower_2016,the overall absurdity of the piece left me numb beyond belief  why stop here  why not a claymation recreation of the events of 9 11  or jiminy cricket in steven spielberg s when you wish upon auschwitz  this movie is very smart about when it unpacks its interviews versus its recreations  it does it in such a way that i was emotionally flooded  tower is a vivid snapshot of derangement  heroism  endurance and sometimes admitted cowardice on what remains the most traumatic day in university of texas history  a haunting re creation of a first of its kind tragedy  fifty years later  it seems  we re no closer to answers or solutions  no matter how many years later  no matter how cool your animation technique might be   nobody  somehow feels like the wrong answer to that question  deftly combining archive footage  interviews and handsome rotoscoped animation  tower is an innovative documentary account of the mass shootings on the university of texas campus on 1 august 1966  this is a morbid but very original film which manages both to be reflective and dramatic  despite the grim topic  tower offers moments of genuine hope in the acts of bravery and kindness that took place during the siege  the result is a remarkable film that deserves an academy award nomination for best documentary  it brings the terror of those 90 minutes on a sizzling 100 degree august day to vivid life  maitland has created a documentary with a remarkable you are there immediacy  
1628,toni_erdmann,toni erdmann is the fastest and funniest 164 minute film you ll ever see   director maren  ade steers her story with a confident hand  the actors test each other in this splendid chamber piece with a seamless narrative in which ade lets the characters run wild  maren ade s toni erdmann is a testament to the precision necessary for really good comedy  proving that fart jokes  sophisticated black humour and a profound sensitivity to broadly experienced human emotions can     find perfect balance  an offbeat and sometimes off putting german farce drama hybrid that features a father daughter pair that are two of the most fully realized characters in recent memory   full review in japanese  when ade s opus works it admittedly does so with a level of precision and genius that s mesmerizing  making this a modern comedy of heartbreak  forgiveness and family deserving of multiple looks   toni erdmann  has plenty to say about parenting  ambition  feminism and modern happiness  but not enough to justify its absurdly longwinded running time  h ller is amusingly discombobulated as the uptight ines  but the film is perhaps best appreciated as a showcase for the gifted simonischek  whose portrayal of winfried toni is one for the ages  simonischek  all ruddy  playful bearishness  and the amazing h ller allow themselves to sink deep within these two characters  and the end result is nothing short of unforgettable  boasts two fascinating characters and a string of surreal set pieces that you can t afford to miss  the story of a nuttily disguised father stalking his uptight business executive daughter is surreal and screamingly funny  but also a tender dissection of their relationship  force of feeling and intelligence meets force of comic metaphor and invention  somewhere in a dadaist deep space miraculously liberated from solemnity  
1629,the_edge_of_seventeen,steinfeld smartly weighs the comedy of nadine s hormonal disquiet against her potentially tragic need for affirmation  never more adroitly than in a shaded set piece involving an accidental sext  
1630,little_men_2016,there are no cliches here  little men is a deceptively intimate drama that presents itself as a quirky coming of age story  sachs captures the concentrated joy of youthful larks and loyalty but he is as wise as fassbinder ever was to the impact of economic and social pressures on our emotional choices  sachs s preoccupation with real estate may be a trifle bourgeois  but the films that result are finely tooled little gems  this understated drama thumbs its nose at the business of gentrification with delicately calculated movements  following up love is strange with another slice of urban bohemia  sachs  latest is another gem that s full of heart and warmth  beguiling and sad but also a tough pill to swallow  it s about good people reluctantly competing for what they want  and how circumstances can be a friendship s best friend  but also its worst  the film s sheer delicacy exerts a continuing fascination  shoring together small moments from the lives of believable characters  in a manner free of special effects and fluky plotting  and with the same dramatic and visual gusto one would apply to an epic is what independent filmmaking should be all about  as in the films of the french new wave s eric rohmer  nothing cloying happens here  nothing plainly engineered to elicit emotions  but emotions are elicited   moral and ethical concerns are addressed  examined  defined   little men   barely 80 minutes without its end credits  feels right in its size and scope  even when you wouldn t mind an extra beat or scene or two for each character  
1631,under_the_shadow,did you honestly doubt that peeling duct tape and a sheet of printed fabric  if handled with imaginative brio  could be as frightening as any ten million dollar monster  o ye of little faith  
1632,the_wailing,na certainly has fun with an onscreen world whose rules keep getting rewritten with each new iteration of evil  
1633,embrace_of_the_serpent,crucial for global audiences to see  while guerra clearly owes a debt to herzog and coppola  he blazes his own trail  i can t wait to take this trip again  david gallego s opalescent monochrome cinematography is simply breathtaking and only enhances an utterly magnetic experience  
1634,oj_made_in_america,could one man simultaneously embody such grace and such brutality  sure  just look at the country he grew up in  as detailed as a great history book and as addictive as an airport novel  though simpson himself only speaks through archival news footage and occasional audio recordings  edelman paints a rich  three dimensional  tragic portrait of the man  it s a journalistic marvel  assembling fact after fact and observation after observation into a portrait far more complex overall than it appears at any given moment  
1635,jackie_2016,jackie does what the very best biopics should  it makes you view someone you ve seen countless times as if you were seeing them anew  
1636,the_age_of_shadows,it may not be the helmer s finest film  yet it darts nimbly and appealingly between its slickly delivered set pieces  the action is lengthy but well constructed  particularly a sequence on a wood panelled steam train  but the torture scenes and occasional severed toes may try some viewers  this film certainly believes in giving the audience bang for their buck  although it s a little over extended  a blisteringly entertaining and exquisite genre exercise  kim sometimes loses the rhythm of his spy thriller  but he s such a confident filmmaker and his leading man such a magnetic presence that he quickly gets its back  you d be hard pressed to find a more lavishly staged staged chunk of pulp nonsense  for this director  exposition can t hold a candle to elegantly staged shootouts  and who can blame him  he knows his strengths  the screenwriters  lee ji min and park jong dae  embellish this crafty scenario with no shortage of ingenious complications  effectively doubling the number of double agents at every turn  kim jee woon s gripping 1920s period piece isn t just an homage to older movies  even if it never goes anywhere you don t expect it to  while the notion of a cop and perp who could be friends under different circumstances is nothing fresh  the age of shadows puts its own spin on it  cult director kim jee woon delivers the goods with an ultra stylish cloak and dagger actioner set in 1920s korea  under the japanese occupation  
1637,queen_of_katwe_2016,queen of katwe is still a bright addition to disney s roster  as audiences and actors demand more complex roles for people of color  let s hope we see more groundbreaking projects like this one  when the feel good finish rolls round  you feel it s been fully earned  as feelgood stories of empowerment go  this has a ring of authenticity and mixes intelligence with irreducible emotional immediacy  this disney drama manages to avoid patronising sentimentality with an uplifting and punchy look at the conflicts faced by 14 year old phiona  we already know from his turn as martin luther king jr in selma that oyelowo can be stirring in a statesmanlike role  but here he brings a similar kind of moral conviction to a far humbler underdog character  it is a thoroughly heartwarming story in which you re rooting so hard for the heroine that you scarcely notice how contrived some of nair s dramatic gambits really are  its plot isn t going to win any prizes for originality  but nair tells the story with immense warmth and cheer  you can see just about every move coming  but it s making all the right ones  i loved the way that the film shows so much patience  that it allows things to develop at their own naturalistic pace  director mira nair knows just how to deploy her excellent cast  giving weight to the drama of both mom and coach without ever forgetting her sweet young queen  
1638,fireworks_wednesday,it succeeds  as very few films do  with simultaneously presenting several distinct viewpoints without shortchanging any of them  
1639,aquarius,a performance of tremendous wit  vitality and lusty defiance by snia braga drives brazilian film maker kleber mendona filho s remarkable second feature  sonia braga is wonderful as a retired music writer who lives alone in a gorgeous old apartment by the sea in recife  brazil  i mean no offence  and hope brazilian film maker kleber mendona filho takes none  when i say aquarius could be a stage play  indulgent  occasionally unwieldy  but put together with passion and verve  wonderfully evocative of time and place  this considered assault on brazil s economic and ethical crises revolves around a majestic performance by sonia braga  there just isn t enough content here to sustain the film s length  and though there are moments of brilliance  the conclusion is a disappointment  this isn t a movie about a situation  it s a movie about a fully formed  red blooded character dealing with a situation while also dealing with everything else  this is a film more about the sacredness of our memories than the evil ways of gentrification  but skilled director kleber mendonca filho is clearly interested in both  despite sonia braga s fierce performance as a woman of unbreakable determination and proud refinement  this drama by the brazilian director kleber mendona filho quickly lapses into sentimental attitudinizing   aquarius  makes a compelling case for looking up from our ubiquitous distractions to take in the world around us   the one that we live in and  whether we re aware of it or not  lives in us  filho is a born filmmaker whose storytelling rarely follows expected narrative pathways  and  aquarius  takes its sweet time  focusing on what appear to be inconsequential details and gradually building force by accretion  it may feel like it drags a bit in the middle  but aquarius has so many individual moments of grace that it rewards you for sticking around  
1640,13th,13th tells us black americans are not irrational  they are not making up racism or targeted arrests and police violence  13th tells us black people are not crazy  
1641,elle_2016,the rape scenes are neither gratuitous nor lingered upon  
1642,the_love_witch,even if the climax doesn t quite have the kick we might hope for  cult status surely awaits this bewitching oddity  
1643,the_fits_2016,while leaving plenty unsaid  the fits rarely achieves the thrill of discovery  if the fits are lemons  caused by metaphorical lead poisoning  then toni s amazing closing sequence is lemonade  holmer draws confident  luminous performances from the cast that rise to the occasion but never seem over coached or phony  the fits celebrates young black women  with an accent on their bodies  hard to pin down  but guaranteed to leave a mark  what the movie lacks in narrative it makes up for in mood and invention  slow paced and methodical  filled with arresting long shots  using a lot of real life west end of cincinnati dancers and athletes in the cast lends the film an authentic feel without ever feeling amateurish  and the specificity of toni s story resonates outward  anna rose holmer s strange but beautifully crafted film is worth seeking out  holmer directs with supreme confidence  allowing the film to build to a boil at its own measured pace but not in a way that ever feels slow or drawn out   holmer  and cinematographer paul yee infuse the community center  in and around which the entire film takes place  with elements of magical realism to accentuate the protagonist s passage from childhood into adolescence  the movie is a nearly perfect thing  made with such assurance that every shot holds weight and widens your heart  like its lead royalty hightower  whose performance is just as spectacular as her name  the fits is impossible to look away from  it s gorgeous  poetic  and opaque  and i ve never seen any other movie like it  you honestly don t know what to expect  and when the film is done  you re not exactly sure what has happened  
1644,loving_2016,watch how edgerton s joel  a stoic man of few words  puts an arm around mildred without seeming to think about it  naturally wanting her near  watch how negga lets her performance speak through her expressive eyes  always looking for richard  
1645,the_beatles_eight_days_a_week_the_touring_years,unearthed fan footage and gorgeously restored concert clips make this a must see for beatles fans  howard assembles eight days a week with an eye to appeasing those knowledgeable about beatles history  the material is uncontroversial to say the least  but hugely enjoyable with some remastered live performances that were previously drowned out by screaming girl fans   howard seems  as if he were intent on making a film for anyone who tuned in to the ed sullivan show in 1964  fell in love with the four adorable mop tops and regrets all the long haired plonking about with sitars that came later  beatles fans will relish this musically rich trip down memory lane  while even the uninitiated will surely be impressed by the talent  humour and  yes  class on display  90 percent familiar and a bit hagiographic as well  but just try watching it without smiling  don t expect trenchant analysis or deep insights into the group s creative process  do revel  however  in the gleeful tumult and the gorgeous music  howard is more interested in wowing audiences with exuberant  hysteria ridden performances than he is in digging for explanations  the familiar events presented here were covered more thoroughly in the band s own 11 hour beatles anthology  though howard has dug up some good ancillary concert footage that illustrates the chaos swirling around every show  as someone who s been a fan since 5  twisting away in my living room to their ed sullivan appearance  there isn t much i haven t seen  or thought i hadn t  but howard still digs up surprises     
1646,hail_caesar_2016,in other words  it s perfect  and like the best of the duo s achievements it s an ending i m going to be pondering for quite a long time to come  the greatest thing about hail  caesar  is that its loose structure allows the coens to just mess around with the things they like  it is  all in all  mid level coens  but as so many others have noted  mid level coens still tops most other filmmakers at their peak  mostly it s about the meaning of life by way of religion  with which the coens have always fiddled  sometimes dancing around the edges and sometimes diving straight into the middle  you could see it as a sampling menu for chez coen  like most sampling menus  however  hail  caesar  leaves you craving a proper main course  as for the coens themselves  eccentric and critical hollywood tomb raiders they might be but  like sturges  they believe sincerely in the value of delight for its own sake  think of altman s the player  mix it with random pages of fitzgerald s the last tycoon  shake and serve  every new scene is a surprising delight in what  at the time  appearing as a sunny  screwball satire pinpointing the moment where the hollywood production line was starting to clank and creak  although it s beautifully crafted  filled with amusing detail and in jokes and cast with the coens  usual deft precision  it all falls a little flat  as coen movies go  this is one of the most upbeat and optimistic  one of the few to suggest that good people can have happy endings  classic hollywood wouldn t have it any other way  the coen brothers  new comedy isn t quite an homage to 1950s hollywood  but it s not a spoof of it either    it strikes that tone of crisp drollness that s their specialty and that some people misread as aloofness or contempt  but it s not  
1647,green_room_2016,its go for broke horror aesthetic a real world cavalcade of terror that had me noticeably shaking long after the film itself had come to an end  
1648,long_way_north,the beautifully animated long way north has an attention to detail visually that evens out some clich s  making it a must watch for families with young girls  the lovely long way north is an old fashioned animated movie  but don t let its unfussy execution fool you  beautifully animated with a delightful paper cutout and oil crayon look that delicately conjures up ice  snow and fog  what it lacks in invention and tension  it makes up in painterly beauty and a kind of tough sweetness that is never in danger of spoiling into sentimentality  long way north is a small scale gem deserving of being seen be as many as possible  the lessons learned mixed with the visually resplendent delights combining to make the film an emotionally optimistic sensation i unabashedly adored  the sort of cartoon discerning parents are constantly seeking to enrich their kids  imaginations  with its simplistic perspective  long way north risks being merely a nice gesture instead of a poetic  ice breaking guide that points towards progress  this tale of a late 19th century russian teen on an arctic quest is undeniably dazzling to behold  but as an epic action adventure saga it must  by definition  be exciting and brisk  it is instead stately and a bit bland  stunning stylized visuals  girl power and a strong rooting interest fuel a wonderfully old fashioned tale  where most post shrek animated films are manic and all too eager to please  r mi chay  s deliberately paced long way north tells its story with clarity and an urgent calm  the characterisation is particularly strong  the goal driven  hard working  clever and brave sasha ultimately wins over even the most hard hearted of navvies  a little dark in its themes for younger audiences  the film still makes gripping viewing  
1649,certain_women_2016,like crossing paths with strangers in real life  i left my interactions with these women mulling over small details and wondering what remained unsaid  
1650,almost_holy,almost holy is a deeply disturbing and shocking documentary portrait of life at its lowest ebb  a telling scene where he gets worked up about the  criticism  of him on his wikipedia page hints at a darker side to his character  and he doesn t take kindly to a journalist querying his vigilante methods  this is a film that challenges us to accept a flawed protagonist  his faults do not negate his charitable work  but it is up to us to decide whether they make him less of a hero  steve hoover peels back multiple layers of mokhnenko s story with artistry and acuity  assisted by a heady and propulsive score from composer atticus ross  director hoover utilizes some tricky spot focus to draw the audience in  and the grim yet entirely appropriate score by atticus ross provides a perfect complement to the events unfolding onscreen  vital viewing   almost holy  captures something meaningfully urgent in the brutal day to day of tough love amid a world of tougher indifference  almost holy has the feel of following an embedded journalist on one of those raw  ground level views of a problem you d never considered before but now  by virtue of good reporting  feels urgent and alive  steve hoover s documentary affords one an unusually intimate glance at the collapsed infrastructure of the former soviet union  hoover s style seems equally fit for a bleak documentary  suspenseful thriller  black comedy  dystopian sci fi nightmare and grisly horror film  steve hoover s outraged documentary follows pastor gennadiy mokhnenko  a furiously committed intervener who drags drug addicted kids into clinics and confronts the pharmacists who sell them codeine  
1651,aferim,its spotlight on racial prejudice has resonance given the current refugee crisis  as does its jaded attitude toward any political or economic change  
1652,the_innocents_2016,an emotionally involving rather than harrowing film  with scenes as beautiful as oil paintings  
1653,sully,neither eastwood s controversial politics nor his worst storytelling instincts could really mess up sully  sully can feel like a dutiful  hagiographic slog  even though its actual running time barely tops 90 minutes and both hanks and eckhart give warm  understated  funny performances in the only two roles developed enough to qualify as real characters 
1654,deadpool,who needs a hero when you can have an entertaining antihero  watching the film is like sitting at dinner with a teen ager who believes that  if he swears long and loudly enough  he will shock the grownups into accepting him as one of their own  it s fun for a while  and then it all becomes deeply disheartening  because calling attention to the more businesslike mechanics of superheroics isn t subversive when you re also playing right into them  it seems less irreverent than self congratulatory  deadpool is everything that hollywood has raised audiences to believe heroes are not  crass  selfish and with a vocabulary that would have made george carlin blush  reynolds has never meshed as well with a character or found a better outlet for his smirking  smart aleck persona  in a landscape where superhero roles are too often seen as paycheck parts  reynolds breaks the mold  too bad his film doesn t  for all the creakiness of its plotting  this is a marvel adaptation mercifully shorn of bombast  there is far more bite in its humour than in last year s ant man  reynolds plays the lead role in an enjoyably freewheeling fashion  
1655,gimme_danger,without breaking many rules  gimme danger honours these admirable rule breakers  
1656,the_dark_horse_2016,it might get corny but for robertson s unaffectedly gritty settings and understanding that modest gains can be enough for checkmate  curtis is 100 per cent watchable as a puffy  mumbling shuffler whose chess lessons double as life strategies  
1657,de_palma,since so many of de palma s films have become part and parcel with the american cultural consciousness of the last 50 years  i can t imagine this filmmaker s insights not providing every viewer with some memorable takeaways  
1658,marguerite,marguerite s unspeakable voice is counterpointed by cinematographer glynn speeckaert s exquisitely composed tableaux  and the denouement yields more than one surprise  catherine frot gives a heartrending performance as the title character  an aging baroness in 1920s paris who feverishly pursues a classical singing career despite her utter lack of talent  
1659,neruda_2016,this smart  whimsical  extremely quirky and devilishly entertaining portrait of the poet is far from being a traditional biography but it joyfully celebrates the spirit of the man and his momentous times  breathtaking cinematography  but focusing the narrative from garcia a character s point of view would have been far more compelling   love is so short  forgetting is so long   neruda once wrote  if only this pablo were that succinct  it s a clever  analytical film  as opposed to an absorbing one  which holds a funhouse mirror up to its subject in place of a looking glass  the talented director pablo larra n  who brought us a slice of political myth with jackie  is back on his chilean home turf with neruda  a wacky semi biographical take on the radical poet and senator pablo neruda  neruda starts as political cabaret  turns into dark fairytale  ends as a kind of destiny waltz  this is a determinedly playful  magical realist style yarn  tribute is paid to pablo neruda s memory by mixing an exquisite and irreverent cocktail of his passions  poetry  politics and pulp  an unusual and richly enjoyable love letter to a fellow artist and chilean  neruda further marks out larra n as a director of serious range and ambition  this is a serious movie that often feels playful  one that has metafictional ambitions but wears them lightly  you can surrender to the enjoyment of the chase at the film s heart  while not losing sight of larra n s serious aims  calderon and larrain have taken great dramatic license with neruda s story  and the payoff is more than worth the risk  
1660,cemetery_of_splendor,an enchanting interpretation of where our sleeping and waking minds wander  
1661,rams,sigur ur sigurj nsson and theod r j l usson are utterly convincing as the battling brothers whose alienation is expressed more through morosely bearded gesture than drunken buckshot dialogue  
1662,dark_horse_2016,fantasy fulfillment for those wondering what would happen if ma   pa kettle hauled mr  ed to del mar and pulled up a stall adjacent to the high hatted muckety mucks  unfolding with a sincerity that dares you to roll your eyes  this warmhearted documentary by louise osmond wallows in its working class roots like a horse in clover  
1663,april_and_the_extraordinary_world_2016,you miss out on this and you miss out on something entirely  amazingly original and jaw droppingly entertaining  c est magnifique  who says they don t make mind bending french science fiction animated movies like they used to  
1664,our_little_sister,rarely has a film more eloquently captured the universality of human experience  kore eda is one of the most optimistic and humanist filmmakers working today  and even though our little sister isn t quite as finely articulated as some of his previous work  his core compassion for humanity comes through clearly  under a less masterful hand  you d be dying for a fistfight  a sex scene or a gunshot to shatter the calm  but koreeda makes thrilling the rich inner lives of four young women trying to navigate rocky emotional terrain in the wake of their father s death  koreeda allows the action to unfold gradually  and plum wine isn t the only food metaphor enriching his tale  each meal seems like an invitation for the sisters to learn more about each other or to be reminded for good or ill of their parents  audiences softened by hollywood cynicism are bound to be confounded by filmmaker hirokazu koreeda s  after life  like father  like son  gentle  upbeat tone  with a delicate palette and soft tones  the craftsmanship on display is impeccable  but the pulse free drama   think crying over spilled milk   makes for muted impact  while the emotions may be muted  there s still something appealingly heartfelt about the way these siblings find each other  one can t help but cheer them on  beneath its sugar frosted quality  however  our little sister has a singular character of its own  all one needs is a close up of suzu s face euphorically looking skyward  eyes closed  as she rides on a road surrounded by cherry blossoms to grasp the laudable humanity at the heart of kore eda s patient  warmhearted worldview  
1665,star_trek_beyond,the result is a taut piece of filmmaking  with perfectly choreographed action scenes and a rapid fire pace that only leaves time to gasp for air maybe if star trek beyond were stupider it wouldn t feel like such a chore  it does seem strange that a franchise whose original appeal was futuristic should now be treasured entirely as faithfully retrospective  but there it is  this is something that has been missing from star trek for a while  an arresting picture of a shiny  hopeful future worth dreaming of  this third installment in the millennial star trek reboot races along without an idea in its head  often recalling the silly  monster driven final season of the 60s tv show  the movie bounces along  hurtling its heroes over colliding wreckage and into currents of artificial gravity  pausing just long enough for a punchline or a knowing exchange of looks  lin and his cast s clear affection for the material helps temper the familiarity  the enterprise s mission was to explore strange new worlds  this movie s is to give us a smooth ride  the actors work so well together that they reinforce the series  central appeal  this crew is like family  this is the sort of reboot i like because it s there for everyone  star trek devotees will have their specialised views on its place in the 13 film universe  but average viewers will not feel marooned  the movie never delivers on its considerable promise because it s always in such a hurry to get to the next action scene  it s exactly the kind of fun  steeped in effervescent goodwill that hollywood should be delivering right now  
1666,train_to_busan,yeon keeps us guessing until the nervy closing seconds  
1667,life_animated,editor david teague skilfully places original animated inserts and favourite movie scenes to allow us a brief glimpse into owen s wonderful disneyfied psyche  director roger ross williams  storytelling skills are at their finest in an engaging story suffused throughout with emotion that never descends into mawkishness  
1668,lo_and_behold_reveries_of_the_connected_world,lo and behold seems to be stoking fears that our tools are evolving beyond our capacity to control them  which offers an intriguing twist on his usual theme of the indifference of nature  a lesser werner  but still worth dipping your brain into  it s a sporadically fascinating film that dips its toe into many different themes where perhaps it should have chosen to immerse itself in just one or two  he specialises in stories about impossible dreams and defying nature and for his latest film werner herzog turns to the most ambitious  abominable creation of them all  the internet  herzog plays intellectual explorer  notching up points of view like a kid in a cerebral candy store  the unsparing eye feels a little more sparing than usual  the existential pondering ometer goes into the red zone  there will be robots  any of its ten chapters could probably have sustained features of their own  but an overarching vision emerges anyway  even if it s one herzog never states explicitly  the film is saved from mere competence by that herzogian feeling  at once grandiose and self deprecating  
1669,fire_at_sea_2016,though conceived as a humanitarian statement  the movie wouldn t be as memorable or challenging without its quotidian aspect  sometimes real life provides us with symbolic imagery that is every bit as potent and sophisticated as anything you would find in a fictional narrative  
1670,tickled,more meaningfully  tickled offers an anatomy of intimidation that feels particularly relevant for our post gamergate times  
1671,gleason_2016,while the director s vision never strays too far from the positive message that he and the gleasons doubtlessly wish to impart  the movie winds up being most effective at doing what cinema cannot avoid doing  
1672,southside_with_you,sumpter and sawyers have beautifully captured all the smallest details about the larger than life  real life characters they portray  
1673,the_eagle_huntress,dop simon niblett s camera seems to fly over the steppe as dozens of eagle hunters gather for the national championship where this well loved daughter and classic sports underdog must prove herself in a stirring contest  
1674,petes_dragon_2016,lowery s not just an artisan crafting what could ve been product   he s creating a road map for how these remakes should be done  if  indeed  that s where we re going anyway  picture the exec who said that scales might be too strange  as though asking kids to dream wasn t the point the kind of film that can entertain more attentive and patient children simply by putting a memorable world and memorable characters onscreen  
1675,krisha_2016,shults builds a creeping sense of dread with the same anxious naturalism that the late indie auteur john cassavetes brought to such films as a woman under the influence  
1676,the_lobster,farrell absolutely kills it as david  weisz gives one of her best performances since her oscar winning turn in the constant gardener  
