,movie,review
1643,force_majeure_2014,"  ""Slow burn psychological drama that reveals the impact of gender on a married couple  ""Unspeakably boring and pointless.  ""It""s a good movie, a bit slow and long, but with a big message."
1644,love_is_strange_2014,"  ""Nice and delightful.  ""This film is really strange."
1645,locke,"  ""You know when you""re in public sites and you overhear some boring conversation, it""s worse than that, don""t bother watching.  ""Tom Hardy delivers a compelling performance in this fresh film showing the power of indie cinema.  ""A fine acting showcase, but altogether pretty forgettable.  ""Tom Hardy knocks it out of the park.  Very unique movie, all takes place in his car"
1646,the_overnighters,"  ""Absolutely stunning.  ""Powerful, heartbreaking stuff.  ""Both depressing and uplifting, with a stunner of an ending."
1647,wild_2014,"  ""Great movie. Reese is a star  ""Excellent Reese Witherspoon performance, which caught me off guard.  ""A powerful central performance helps but the story is just not interesting."
1648,summers_tale,"  ""french movies has something unique  ""Love me some damn Rohmer  ""50 shades of Gaspard."
1649,big_hero_6,"  ""6.3/10 — ""Okay""/""Decent""/""Watchable""\n\n-(Seen on 2/15/21)  ""This is a cool movie."
1650,keep_on_keepin_on,"  ""One for all ages. Soulful.  ""Magnificent and inspirational.  ""awesome inspirational doc"
1651,nas_time_is_illmatic_2014,"  ""A good movie to watch https://kinoferma.top/podborka-filmov/14467-25-samyh-luchshih-eroticheskih-filmov-kinoferma.html  ""I LOVE IT because ITS convenient  ""Excellent! Well put together"
1652,finding_vivian_maier,"  ""A fascinating woman, compelling doco.  ""An ambitious investigative doc that uncovers a fascinating enigma of art and artist."
1653,how_to_train_your_dragon_2,"  ""Í líke the bewilderbeast 9-10  ""A very emotional film. Great story and great action.  ""Maany respects for the compact scenario and for the amazing outcome.  ""This movie is amazing yay"
1654,frank_2014,"  ""Quirky and fun depiction of the creative process."
1655,20000_days_on_earth,"  ""Nick, can do what he wants."
1656,pride_2014,"  ""Great movie. Had no idea this actually happened.  ""Heart warming and believable."
1657,manakamana,"  ""Transcendence in mundanity."
1658,stranger_by_the_lake,"  ""Pros: good dicks, hot men.\nCons: flaccid story, not so hot men."
1659,particle_fever," Was hoping to learn a bit more about what they were studying with this documentary, instead the movie is just about them talking about themselves. Very boring.  ""Brilliant story with brilliant people. Moreover, Robert Miller does a brilliant job scoring this film.  ""Intriguing and captivating documentary. Even if you don""t know anything about science you will find it great.  ""Loved this. Telling what could have been a dry story in a very interesting and compelling way."
1660,the_last_of_the_unjust,"  ""This documentary makes you think how the people in WW2 used to survive. It brings many questions, doubts and mixed feelings about everyone in the story.  ""It is a powerful documentary that anyone interested in the Holocaust (Shoah) should see."
1661,foxcatcher,"  ""A-\n9/10\n...............  ""6.3/10 — ""Okay""/""Decent""/""Watchable""\n\n-(Seen on 7/3/20)"
1662,national_gallery,"  ""This is how all fly-on-the-wall documentaries should be. No narration, no subtitles, just observation.  ""extremely slow, boring after 30 minutes"
1663,the_drop,"  ""6.7/10 — ""Okay""/""Decent""/""Watchable""\n\n-(Seen on 2/21/21)  ""Great flick to watch with your family and friends!  ""Blimey, that was so tense!!! Very good understated gangster flick  ""Good movie great performances"
1664,the_rocket,"  ""?????? ??? ????? ???? ?? ?????? ?? ??????? ????????? ??? ?? ???? ??? ??? ??????? ?????? ?????? ???? ??? ?? ??????? ?? ????? ?????? ???? ?????? ??  ??????? ?? ???? ?????? ??? ???? ?? ???? ??????? ??????? ????????? ???? ???? ?? ?????? ????? ??? ??? ??????? ..????? ??? ?????? ???????? ??????? ???????? ???????? ???? ?? ????.  \n???? ?????? ????? ???? ??? ?????? ??? ??? ??????? ??????? ???????? ??? ?????? ?? ?????? ???? ?? ???? ? ??????? ??????? ?????????.\n?????? ? ??????? ? ?????? ?????  ??? ?????? ???? ???? ??? ?????? ? ??????? ???? ??? ?? ??? ????? ??????  ???? ??? ?????? ??????? ??? ????? ???? ?? ???? ?? ?? ????? ?? ???? ???? ??? ????? ?? ?????? ??? ?? ????? ??? ???? ?? ????? ?? ?? ???? ?????? ??????? ???  ?? ??? ????? ???? ??? ?? ??? ?? ???? ???? ? ????? ???? ?????? ??? ??? ??? ????? ????? ????????? ???? ???? ??????? ????? ?? ?????? ????? ????? ????? ??? ?????? ????? ?????? ????? ??? ???? ??.\n????? ?????? ?? ?? ????? ????? ???? ??? ???? ???? ????? ??? ????? ???? ???? ??? ??? ????? ????? ??? ??????? ???????? ????? ???? ?????? ????? ???? ??????? ?????????? !! \n?????? ????? ?? ????? ??? ????? ?????? ??????? ???????? ????????? ?????? ??????? ????? ????? ??? ??? ??? ??? ??? ?????? ????? ???? ???? ?? ??????? ???????? ???? ????? ?? ??????? ???? ?????? (???? ??? ????? ??? ????? ?? ????? ??????? ???????).\n??????? ??? ?? ????? ?????? ??? ???????? ????????? ?? ?????? ???? ???? ???? ????? ????? ?????? ????? ???? ???? ??? ?????? (??) ??? ????? ??? ??????? ??? ????? ?? ????? ??????? ?? ???? ???? ????? ?????? ? ????? ????? ????????? ??? ????? ??? ???? ?????? ???? ??? ?????? ???? ??? ??????  ? ??????? ????????? ???.\nB-"
1665,last_days_in_vietnam,"  ""Love this documentary, well told  ""Superb documentary on a turbulent period."
1666,obvious_child,"  ""Well acted lead, nice little thing  ""Way better than I thought it would be.  ""I have recommended it. Its fun and funny. Great date movie."
1667,dear_white_people," very very intelligent film  ""Very patronising and boring  ""This is not an enjoyable at all"
1668,housebound,"  ""Decent movie, good use of violence, scares and humor  ""Horror fans need a night off too. Pour a tall one, have fun.  ""INCREDIBLE, TERRIFYING, AND YES HILARIOUS MOVIE"
1669,the_dance_of_reality,"  ""An amazing film this is Jodorowsky\x92s masterpiece in my opinion.  ""Primeira parte da autobiografia de Jodorowski."
1670,calvary_2013,"  ""A fantasically moving, existential character piece with humour and social commentary.  ""Beginning is quite slow but it surprises you  ""It""""s just a joy to see the Gleesons work, all of them"
1671,the_normal_heart,"  ""Mark rupe baraca actoriei  ""socant de dur. am plans de mai multe ori."
1672,diplomatie,"  ""An excellent dialogue piece.  ""would have been outstanding but I""m not a subtitle  movie watching guy  ""Well acted and elegant in intelligence."
1673,the_guest_2014," Action, nice bodies with corny story"
1674,the_wind_rises,"  ""Beautiful. This is by far one of the best animated films there are. Much more than what one may expect.  ""A hard to grasp movie that will leave you floating and thoughtful."
1675,le_week_end,"  ""not interested in watching  ""Perhaps if you""re young, you won""t get this."
1676,childs_pose,"  ""Bleak but top acting  ""saw it...very powerful and memorable  ""Great movie, just saw it tonight at TCFF."
1677,the_internets_own_boy_the_story_of_aaron_swartz," A thought provoking documentary   ""emotion-stirring modern-day tragedy"
1678,john_wick,"  ""Despite non-stop violence, the neo-noir is good.  ""Disappointing movie. Obviously popular but I cannot see the appeal.  ""Solid work by Keanu."
1679,chef_2014,"  ""Allot better than I thought it would be.  It""s a learning and growth story.  ""This movie is actually great! so simple! makes me hungry as well haha. The cast is great and its funny."
1680,under_the_skin_2013,"  ""Terrible, just the stupidest movie I""ve seen in a long time. Slow, boring and don""t waste your time folks  ""I hope that after wasting a nude Johansson on this garbage, the director himself goes on a journey of self-discovery  ""A stupid pointless movie!!"
1681,only_lovers_left_alive,"  ""Maybe the most boring movie I’ve ever watched   ""Moody, beautiful, hypnotic"
1682,the_way_he_looks,"  ""Absolutely loved it.  ""This movie is amazing, is a must seen  ""Coming of age on top of being blind is interesting for Leo"
1683,shes_beautiful_when_shes_angry," A wonderfully researched documentary with a fantastic soundtrack.  ""Amazing documentary about feminism.  ""I Saw only the start. Not for me"
1684,norte_the_end_of_history,"  ""Powerful, visually rich, thought-provoking, brutal, and gut-wrenchingly, chest-achingly visceral  ""La mejor película que he visto en los últimos 5 años.  ""MIND COMPLETELY BLOWN!!! What an experience....Purely ecstatic! \nYes, it""s over four hours long, but not a second of it is boring."
1685,mistaken_for_strangers,"  ""Great doc on great indie band The National  ""what a delightful surprise of a documentary!"
1686,a_most_wanted_man,"  ""A gritty, realistic, sophisticated and supremely well-acted spy yarn.  ""Its a slow burn, a but a good one. Also, fuck those Yankee bastards  ""As someone who read the book, this movie make a pretty good adaptation."
1687,tims_vermeer_2014,"  ""Inspiration at its finest.  ""Best documentary ever made"
1688,12_oclock_boys_2013,"  ""???????????????????????????"
1689,omar," Good believable characters in a story that holds you to the end   ""so powerful! captivating from beginning to end  ""Great film.  The tension builds and builds throughout. This was very powerful and so well acted."
1690,22_jump_street,"  ""Not as good as the first one but still really good.  ""A good follow up sequel.  ""Better than the first!"
1691,the_dog_2014,"  ""This is probably the most f*cked up documentary I have ever watched.  ""An interesting look at a man who was quite the character.  ""fact that is the way to the other day"
1692,wetlands_2014,"  ""We need more films like this!  ""Wer""s glaubt man den ganzen Abend lang nicht in die Hand zu nehmen"
1693,la_chambre_bleue,"  ""Inconsequential self important Gone Girl lite  ""Intriguing, moody, and just so French."
1694,the_skeleton_twins," This is definitely not a movie for everyone, but I liked it a lot.  ""SNL vets Wiig and Hader show their range and show off their genuine chemistry in this moving indie.  ""Interesting character study of the relationship between twins who have had life trauma and have not seen each other for ten years, well acted."
1695,top_five,"  ""Chris Rock tried playing an unfunny guy, but fails miserably  ""disappointing for such a big cast with little or no laughs  ""Self involved and uninteresting."
1696,venus_in_fur," This is an excellent adaptation of the play. If you like clever seesaws, you will love this clever seesaw.  ""1/2 star off, too quickly gratifying."
1697,art_and_craft," Interesting look at a non-profit forger who, in his own words, ""got addicted to philanthropy.""  ""This is an excellent documentary film.  It is surprising in many ways and at times brought tears to my eyes.  I think most people will love this film... not all but most."
1698,closed_curtain,"  ""Swimming pool meets Panahis struggle. A triumph of filmmaking.  ""I need to see it again, and will try and do so before it leaves FilmStreams here in Omaha.  Haunting, beautiful, absurd, sad.  ""More interesting as the narrative feature it starts out as than as the on screen personal therapy it turns into. Some nice cinematography.  ""Boring. Need too many attachments to be understood and that""s not cinema."
1699,the_case_against_8,"  ""A great story. Inspirational.  ""Excellent doco/drama. Hope it gets turned into a film."
1700,the_kill_team,"  ""http://filmclassjunkies.com/2015/03/10/the-kill-team-review/"
1701,the_trip_to_italy_2014,"  ""you must be British, watching BBC shows and having a Yuppie lifestyle to enjoy this.  ""Same as the first except not as original or good.  ""Still as enjoyable as the first"
1702,night_moves_2013,"  ""Drains you in, never lets you out  ""Waste of time - dull ending. "
1703,disneynature_bears,"  ""Funny hart warming and eye opening  ""Educational nature documentary for all ages.  ""Good, but would have been better without the distraction that is John C Reilly."
1704,cheap_thrills_2013,"  ""This movie itself is a cheap thrill and a pretty decent one.   ""Slightly restrained, but twisted, funny, and creative."
1705,grzeli_nateli_dgeebi," An incredible movie! So beautifully done and really keeps your attention.  ""Distinct mood, outstanding performance by Lika Babluani, reserved storytelling.  ""Great acting but very slow movie. And what a shit-hole of a place and culture to live in."
1706,to_be_takei," A very fascinating and likable film, much like its subject.  ""A well-made documentary about one of the nicest and iconic actors of all time. I liked it a lot.  ""A documentary about George Takei.  He""s a very interesting positive guy, so this was pretty good."
1707,the_theory_of_everything_2014," Special mention to Eddie Redmayne for his superb acting. I was completely convinced with his portrayal of Stephen Hawking in this film.  ""Great acting and inspiring story about a profound life.  ""cried more than i expected, this is the kind of romantic scene woman should be desesperated to live. One that doesn""t envolve kidnapping but one that involves love beyond everything."
1708,mad_max_fury_road," Best action movie of all time  ""Absolutely terrible. What could you possibly like about this movie?  ""Action, story, heart, everything is in abundance!"
1709,inside_out_2015," pretty good a little bit sad though because the sad emotion is in there  ""very depressing but still amazing  ""It""s creative and transcendental, but not suitable for all audiences."
1710,spotlight_2015," I watch movies for entertainment not everyday life  ""Interesting movie that takes its time  ""Es como spiderman pero sin spiderman  ""Absolute Class <3\nA MUST WATCH!"
1711,star_wars_episode_vii_the_force_awakens,"  ""It took no risks and kind of just repeated a new hope.  ""It wasn""t the worst of the new Star Wars movies, but it certainly wasn""t good by any means."
1712,brooklyn,"  ""Glorious and sentimental, in a very good way  ""Nothing really happens to this dull characters.  ""Well worth the effort -- a classically great movie!"
1713,creed_2015,"  ""My favorite movie ever in life. Period. Nothing else needs to be said.  ""Um filme muito bom, superior a praticamente a toda a franquia Rocky.  ""The greatest boxing sequel ever invented!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
1714,mission_impossible_rogue_nation,"  ""Disregard the above star score. I accidentally clicked on this movie and I don""t know how to remove the review.  ""Tom Cruise at it again, risking his life just for our entertainment. Nothing short of awesomeness and clever.  ""Best fictional movie. All time favorite. Story acting everything is perfect  ""Pretty good show! Well scripted, and well paced!"
1715,carol,"  ""This was a wonderful film ! Thank you Todd Haynes!  ""6.3/10 — ""Okay""/""Watchable""  ""Awesome. A stunning performance, a heartbreaking (and heartwarming) storyline."
1716,the_martian,"  ""Hands down an incredible movie. There""s nothing I can add that hasn""t already been said about Martian regarding how great it is, Recommend to all  ""The Martian is a film that I could watch repeatedly non stop. The performance of the cast is exceptional. One of the best in my opinion."
1717,room_2015,"  ""Everything about this movie is great. 10/10 acting, even the kid is great!!  ""Haunting, tense, and devastating. ""Room"" delivers in all categories, even if it is hard to watch at some points."
1718,shaun_the_sheep_movie,"  ""Sheep take on the city in cute stop motion adventure.  ""I""d watch the show and this awesome ardman movie  ""Hilarious! One of the most ingenious films ever made."
1719,it_follows," Boring, boring, boring, boring, boring and disappointing.  Don""t watch this unless you wish to waste your time.  ""Boring. This movies boring. Boring"
1720,spy_2015,"  ""Hilarious, laugh out loud fun.  ""Funny and different "
1721,son_of_saul,"  ""outstanding pov absolutely devastating, the state of humanity  during this point in history  ""I saw this movie a few weeks ago and I still can’t stop thinking about it. "
1722,45_years,"  ""Touching and sophisticated portrait of a relationship  ""Forgettable melodrama whose story has been done better, over and over again. The acting is its only memorable aspect."
1723,amy_2015,"  ""Mind blowing. Watch it.  ""Incredibly moving documentary of Amy""s life. Speechless"
1724,what_we_do_in_the_shadows,"  ""This is witty fresh!  ""Silly but enjoyable."
1725,paddington_2014,"  ""worst movie ever. couldnt bare it.  ""eh, better than the 2nd  ""It""s good, I""d recommend it :))"
1726,ex_machina,"  ""Didn""t like the ending.  ""gargantuan piece of stylish science fiction"
1727,sicario_2015,"  ""It""s fine, not good but not bad  ""Special Effects: 1,0/Sound Effects: 1,0/Acting: 1,0/Story: 1,5  ""Amazing and suspenseful. Benicio and Emily have great chemistry.  ""Interesting story, well shot."
1728,anomalisa,"  ""One of Charlie Kaufman""s best films.  ""Agreed that most human film of the year.  ""something bad must have happened to mr. kaufman involving a golf-cart."
1729,phoenix_2015," If Vertigo was set during the end of the holocaust and rightfully ends on a haunting note  ""Good movie. Shows the aftermath of WW2 and the Holocaust."
1730,mustang_2015,"  ""Damn... it sure sucks to be born a girl in such a patriarchal socirty/family.  ""So many serious aspects combined in a very neat way but at the same time, the film is also fun.  ""A heartbreaking story of sisterhood, childhood innocence robbed, and of forced cultural submission. Beautifully done, of course."
1731,gett_the_trial_of_viviane_amsalem,"  ""An emotional powerhouse that will linger with you for days.  ""???? ?????? (???????) ?????? ?? ????? ???????? ??? ?????? ???? ???????: ?? ???? ????? ?????? ???? ???? ???????: ??? ?? ???? ????? ???? ??????. ??? ??? ???? ????? ?????? ??? ??? ????? ??????. ???? ?????? ????? ???: ?? ??? ???? ??????????? ???? ???????: ???? ?? ???? ??? ??????? ???????? ????? ???? ??????: ?? ?????? ???? ???????? ?? ??? ???? ????? ????? ????????? ???? ???????: ??? ??? ????. ?????? ?????? ??? ?????: ??? ?? ?????!"
1732,timbuktu_2015,"  ""I really wanted to like this movie, but unfortunately, it wasn""t for me.  ""Very strong with a powerful message."
1733,bridge_of_spies,"  ""Found the plot not that interesting, but still good  ""Just a beautiful film. Definitely worth a watch.  ""Pretty good movie to watch"
1734,the_big_short," TV, R3.5.3\n経済用語などは理解できない部分は多々あるが，おそらく一番重要なのは，経済破綻による不利益を最も被るのは，それを引き起こした銀行家，投資家などではなく，何の関係もない一般市民というところだったと思う。コメディータッチで比較的見やすく作られているんだろうなとは思う。  ""The cast was fantastic, but the story just bored me a bit, I fell asleep lol"
1735,seymour_an_introduction,"  ""I guess some pre-knowledge of this musician might enhance proceedings.  ""Surprising to me how involved I became and how genuinely good and interesting Seymour is.  ""Delicate, smooth, and inspirational. A beautiful man and a beautiful film."
1736,tangerine_2015,"  ""cool format, characters, ritm,  soundtrack, tension,  ""Makes me miss my friends."
1737,iris_2015,"  ""http://cinephilecrocodile.blogspot.co.uk/2016/06/iris-dir-albert-maysles-2014-albert.html  ""Brilliant colorful character"
1738,3_and_12_minutes_10_bullets,"  ""heartbreaking, captivating, eye opening.  ""Decent documentary about a terrible and unnecessary crime, but not a particularly insightful or balanced treatment."
1739,the_diary_of_a_teenage_girl,"  ""Coming of age story about a whore.  ""I’m surprised Bel Powley wasn’t nominated for an Oscar   ""Tries To Be All Kevin From \""The Wonder Years\"
1740,about_elly,"  ""Interesting drama. Rules of engagement in Iran are very different to the West.  ""One of my favourite Fahradi""s works, A masterpiece!"
1741,the_look_of_silence,"  ""A deep exploration of the human condition.  ""I always found good movies like that using boxxy software. I was crying after this movie...  ""I rarely give 5 stars, but this movie deserves 10 stars!!! Powerful, powerful, powerful! And the title is just so fitting for the movie.. it is a MUST watch!!!!  ""a documentary film based on indonesia genocide 1965."
1742,71_2015,"  ""Good movie but I think it could of been better with a better budget. The should be more movies about the problems in northern Ireland.  ""Excellent film.  Great acting, pacing and realism.  ""Historically meaningful film. Locations were incredibly realistic"
1743,hitchcocktruffaut,"  ""?????????????????????????????????????????????????????????????????????????????????????????????...????????????"
1744,kurt_cobain_montage_of_heck_2015,"  ""Un bon documentaire sur les pathétiques effets de la drogue...  ""It’s just a brilliant brilliant documentary about a truly troubled yet inspiring man. "
1745,the_second_mother,"  ""The best brazillian movie!  ""I loved the theme of the film, I like the script, I like the characters and I like the cast.  ""Perfect portrait of complex social classes relations in Brazil amidst huge transfomations in brazilian society."
1746,wild_tales," When human behaviour meets fun and adrenaline. Excellency!  ""A movie you must watch before you die."
1747,court,"  ""what a snooze...and I""m a big foreign film fan.  This was poorly edited and poorly written, albeit very well acted.  ""A satirical yet formalist look at the outmoded Indian judicial system."
1748,jafar_panahis_taxi,"  ""Showing and telling stories: the essence of cinema, in my opinion. This movie tells you that if you have a great idea and a camera, you can make a great movie, even if there is an entire system against you.  ""A little heavy handed at times - but smart and personable."
1749,ingrid_bergman_in_her_own_words," ***BIO-DOC FINALLY DOES JUSTICE TO SEPARATE THE ACTRESS AND THE WOMAN***  ""Fascinating documentary of one of the all-time greats.  ""Gentle and sympathetic look on Ingrid bergman""s life. Great soundtrack and good access to those close to her.  ""An informative view into the life of a superstar through her letters and her children.  Fame is a slippery slope."
1750,listen_to_me_marlon,"  ""good bio-doc of sorts some of his life, not all though  ""Épico, obrigado Marlon"
1751,theeb,"  ""Gorgeously filmed, a captivating study of a boy""s heart.  ""A colossal waste of time."
1752,finders_keepers_2015," Bizarre story. Not sure why it was made into a documentary.  ""Two hicks fighting over a leg. Nothing to see here.  ""Very odd scenario and unfortunate set of events."
1753,heart_of_a_dog,"  ""http://cinephilecrocodile.blogspot.co.uk/2016/09/heart-of-dog-dir-laurie-anderson-2015.html"
1754,sherpa,"  ""amazing storyline I will definitely recommend it  ""Excellent documentary about the wizen-hearted, cold-blooded prick western people."
1755,an_honest_liar," Fascinating from beginning to end.  ""Truly a great documentary!"
1756,straight_outta_compton,"  ""no word to say absolutely masterpiece..  ""Really entertain with a great soundtrack, but tries to cover too much ground   ""Straight Outta Compton is a fantastic biopic of 2015."
1757,girlhood_2015,"  ""Niet zo speciaal als verwacht  their choices reduced to automated responses, mixed in with boring plotting and direction that seeks the incidentally startling over the informative."
1758,the_gift_2015,"  ""We were one the edge of our seats but a bit predictable.  ""interesting plot. nice actors  ""Good in the beginning other then the outrageously obvious weird dude who you can figure out is going to do something w"
1759,the_wonders_2015," Fell asleep but it seems nice.   ""7.1/10, my review: http://wp.me/p1eXom-2j9"
1760,the_salt_of_the_earth,"  ""Amazing. A must see."
1761,going_clear_scientology_and_the_prison_of_belief_2015,"  ""Nazis without the genocide  ""This is one of the best docs I have ever watched. Definitely top 3"
1762,the_forbidden_room_2015,"  Lynchs ""Mulholland Drive  ""good visuals. plot is scattered."
1763,the_end_of_the_tour_2015,"  """"Mediocrity is contextual."" — DFW  ""Zzzzzzzzzzzzzzzzz.......it""s like watching talk radio. It""s painful."
1764,99_homes,"  ""Shannon acts the hell out of this  ""andrew garfield..........my god he is criminally underrated"
1765,a_most_violent_year,"  ""If you""ve ever been business this movie will ring true in many ways. I liked everything about it.  ""Nothing happens the entire movie  ""Y - A - W - N... Slow, boring and anti-climatic."
1766,the_duke_of_burgundy," poetic, subtle, but way to slow. Seen it was an act of S&M  ""A very bizarre bdsm movie. Watch the first 30min and you""ve seen everything. Good soundtrack though  ""I loved this movie!! Beautiful and really well acted."
1767,grandma_2015,"  ""Solid actor work and more  ""Some fun parts but overall just okay and can skip.  ""Truly mediocre , hammy acting , poorly scripted , waste of time."
1768,steve_jobs_2015,"  ""Micheal Fasbinder and Kate Winslet give very good performances in this biopic about Steve Jobs.  ""Aside from the great acting, it was like pulling teeth. It""s like watching the same scene 3 times, with a few subtle changes. Talking fighting talking fighting and wash rinse repeat."
1769,in_jackson_heights,
1770,love_and_mercy,"  ""<3 <3 <3 <3 <3 <3 <3 <3"
1771,best_of_enemies_2015,"  ""Better than Green Book. Similar themes but more interesting. Great performances from great actors.   ""Not bad, and informative about these pundits and their role they played in politics.  ""Intelligent documentary about a fascinating political rivalry, that should appeal to those that like literature and politics in equal measure."
1772,1200743-wrecking_crew,"  ""Simplesmente maravilhoso acompanhar esse documentÃ¡rio.  ""Absolute must see for music fans.  ""Great music documentary."
1773,beasts_of_no_nation,"  ""Deserves all the praise you could give for a terrific storyline like this.  ""Really well shot movie. Beautiful cinematography, and great acting all around.  ""It starts off nice, but crawls in the 2nd half, and ends with no climax! meh  ""beasts of no nation is powerful and sad."
1774,welcome_to_leith," It""d be unbelievable if it wasn""t true events   ""Brutal doc about the horrors of hate and in country terrorism.  ""Frighteningly eye opening. Wow!!!"
1775,slow_west_2015,"  ""Absolutely best contemporary western.  ""A very good modern day Western.  ""This movie was garbage"
1776,appropriate_behavior,"  ""Didn""t delve deep enough.  ""Hillarious and edgy.  ""good tale of self-discovery and acceptance"
1777,clouds_of_sils_maria,"  ""Was entertaining, Binochott deliveries  ""One of the most beautiful movies ever!\nVisuals, performances, story, music, all are amazing."
1778,janis_little_girl_blue,"  ""Absolutely terrific.She would still only be 73 even as she has been gone now for over 46 years.  ""This is the story of a tortured soul for the loneliness and her beautiful art."
1779,antman,"  ""Another good introduction to the character  ""stop pretending this is bad.  ""Meh, mediocrity is the way..."
1780,ill_see_you_in_my_dreams,"  ""Understated and beautiful.  ""Loved it. Good cast.  ""Ok until disappointing ending"
1781,we_are_still_here,"  ""Slow Creeper ‘We Are Still Here"" Delivers Ghostly Chills  ""Are o idee buna dar executia e limitata rau  ""Wow. Just totally incoherent and not interesting. Not even worth a free watch."
1782,hard_to_be_a_god_2015,"  ""9 9 10 9 10 10 7 7 8 10 = 89\n2021/4/20\n導演故意打破原先故事行進方式，透過美術與破碎敘事呈現混亂、汙穢與絕望的另一個星球。構圖時常透過角色切割前、中、後景，人物時而望向鏡頭、時而突兀穿過攝影機或以物件遮擋觀影者的視線，透過長鏡頭與跟拍鏡頭使其以觀察者的角度浸淫在這個世界。  ""So bad.  So very very bad.  Not even so bad it""s good.  Just bad, and a bad waste of time.  Great sets though.  ""The plot and ideas >>>> special effects"
1783,man_from_reno,"  ""A little hard to track who was who and such at times but overall a good little mystery with some twists.  ""A real surprise. A terrifically suspenseful movie. Very well written and acted.  ""Um ótimo thriller noir com um final amargo."
1784,queen_of_earth,"  ""Interesting, even if it never quite seems to go anywhere. But maybe that""s the point?  ""A breakdown story where Elisabeth Moss can unleash all her talent.  ""An artistic portrayal of friendship unwinding deep into uncontrollable madness."
1785,red_army_2015," More or less a 30 for 30 episode but still pretty fascinating.  ""Simple sports doc but a good topic.  ""Interesting, but not much new"
1786,trainwreck,"  ""Garbage. Walked out on it.  ""Cringe movie but like John cena in this."
1787,the_hunting_ground_2015,"  ""They all know this goes on and this film exploits it and does it very well.   ""Heartbreaking and shocking."
1788,mississippi_grind,"  ""This is a fascinating tale of gambling addiction  ""Good pacing. Gambling movie approach. Would watch again.  ""Great chemistry between Mendelsohn and Reynolds and a powerful ending"
1789,the_pearl_button_2015,"  ""Todos somos arroys de una sola agua  ""Gentle yet pack a punch in its message on Chilean history and heritage.  ""lush cinematography and a compelling story  ""A lil slow but an interesting portrait of a mans mind."
1790,mr_holmes,"  ""Don""t watch this if you don""t want to cry/take up a career as an apiarist.  ""Excellent movie, great story, much more than I thought  ""Correcto film y genial Sir Ian McKellen."
1791,boy_and_the_world,"  ""Perfectly minimalistic on animation and big on story  ""Lots of colour and movement but uninteresting for adults  ""one of the best movies I have ever seen."
1792,disneynature_monkey_kingdom,"  ""A documentary with a dramatic script.  ""Lovely but too fictional."
1793,the_lady_in_the_van,"  ""simple story well told, with a great performance from Smith. Quirky but somewhat forgettable.  ""Warm and interesting tale, with stellar performances from all involved.    ""While it is rather slow it is a heart warming piece!"
1794,the_peanuts_movie," i saw this mivie pretty cute.  ""Fairly predictable. Red baron scenes bad.  ""It is a very cute film for all ages!"
1795,when_marnie_was_there,"  ""The film""s mysterious-setting with its overall nature kept me hooked. 7.0/10  ""An incredibly sweet film"
1796,james_white,"  ""Like the performance and close up shot to create such intense and suffocating atmosphere.   ""It was difficult at times to empathize with an extremely unlikable character  ""Sorry. To slow of a drama. Just no meat in the story."
1797,bone_tomahawk,"  ""I simultaneously puked and crapped my pants.   ""Grindhouse Western. A must for serious action fans.  ""‘Bone Tomahawk"" Isn""t Your Daddy""s Western  ""great story, characters, photography. a different westen most see."
1798,the_revenant_2015,"  ""I don""t like Westerns but Leo made me  ""Incredible cinematography and acting"
1799,dope_2015," Unfunny & unoriginal!!!!!!!!!!!!!!!!!!!  ""In all definitions of the word, it was pretty dope."
1800,the_black_panthers_vanguard_of_the_revolution_2015," The world was robbed when Fred Hampton was murdered.  ""true heroes of there time!   ""All Power to the People  ""I really like this movie."
1801,the_walk_2015,"  ""An incredible and inspiring story that captures the audience""s attention and leaves you wondering about the impossible.  ""The movie might have been forgotten by the world but it is still one of the best special effect movies that still contains good drama based on facts."
1802,sunshine_superman,"  ""High flying, adored.  ""A well made life affirming film."
1803,respire_2014,"  ""A lite too slow for us.  ""This movie is French, and there was an actual french kiss.  ""Ah, never underestimate the quiet ones. :)  ""Shocking portrayal of what teenagers struggle with..."
1804,gueros,"  ""Una buena mezcla de comico y tragico. Me encanta.  ""Pretentious crap with a good cinematographer."
1805,cartel_land," An amazing documentary. Cartels continue to fascinate us.  ""I guess this film reiterates the old adage ""no matter what you do, you are still fucked."""
1806,backcountry,"  ""‘Backcountry"" is Sure to Keep You Out of the Woods  ""Really boring and the camera movement made me sick."
1807,kumiko_the_treasure_hunter," I mean, jeez. Maybe this poor, sad girl just needed a friend.  ""Elements of Coen-esque storytelling are clearly evident in this somberly comedic take on modern ennui. (3.5/5)  ""Great movie more people should see, especially fans of ""Fargo.""  ""Strange movie about delusion, depression and obsession. Emma 7/10. Lucy 6/10."
1808,moonlight_2016,"  ""This movie is different, different and i love it.  ""Como boyhood pero son gays  ""A must-watch, seriously!  ""Sublime, this is my favourite film of all time."
1809,arrival_2016,"  ""Villeneuve is a visionary director and I""m fascinated by everything he creates.  ""Boring from the tedious opening sequent to the end.  ""This movie just sucks!"
1810,manchester_by_the_sea,"  ""The only film to make me weep thus far.  ""Lulls you into real heartbreak  ""Its like In Bruges minus the crime."
